,Age,Primary streaming service,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects,AgeCategories,HoursCategories,total_issues,total_%
378,32,I do not use a streaming service.,3.0,Yes,Yes,No,Rock,No,Yes,93.0,Very frequently,Sometimes,Sometimes,Sometimes,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Rarely,2.0,2.0,8.0,0.0,No effect,Middle,Moderate,12.0,30.0
379,15,Pandora,2.0,Yes,Yes,No,Pop,Yes,No,145.0,Rarely,Sometimes,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,Sometimes,Never,Never,6.0,0.0,0.0,2.0,Improve,Teen,Minimal,8.0,20.0
380,27,YouTube Music,3.0,Yes,No,No,Metal,Yes,Yes,100.0,Very frequently,Very frequently,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,2.0,0.0,1.0,0.0,Improve,Young,Moderate,3.0,7.5
381,20,I do not use a streaming service.,2.0,Yes,No,No,Rock,Yes,No,114.0,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,6.0,2.0,6.0,7.0,No effect,Young,Minimal,21.0,52.5
382,23,I do not use a streaming service.,2.0,Yes,No,No,Pop,Yes,Yes,109.0,Rarely,Very frequently,Never,Rarely,Very frequently,Very frequently,Sometimes,Rarely,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,6.0,1.0,0.0,5.0,Improve,Young,Minimal,12.0,30.0
383,19,Apple Music,3.0,No,Yes,No,Classical,Yes,No,114.575,Very frequently,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,7.0,6.0,4.0,0.0,Improve,Young,Moderate,17.0,42.5
384,12,YouTube Music,2.0,Yes,Yes,Yes,Classical,No,No,114.575,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,0.0,0.0,3.0,0.0,Improve,Teen,Minimal,3.0,7.5
385,16,Other streaming service,3.0,Yes,Yes,Yes,Classical,No,No,72.0,Very frequently,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Rarely,9.0,7.0,10.0,6.0,No effect,Teen,Moderate,32.0,80.0
387,14,Spotify,1.0,Yes,Yes,No,Pop,Yes,No,140.0,Rarely,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,6.0,6.0,3.0,0.0,Improve,Teen,Minimal,15.0,37.5
388,32,Spotify,2.0,Yes,No,No,Metal,Yes,No,84.0,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Very frequently,4.0,3.0,1.0,6.0,Improve,Middle,Minimal,14.0,35.0
389,20,Spotify,2.0,Yes,Yes,No,Pop,No,Yes,132.0,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,6.0,2.0,2.0,1.0,No effect,Young,Minimal,11.0,27.500000000000004
390,54,I do not use a streaming service.,6.0,Yes,No,No,Classical,No,No,114.575,Very frequently,Sometimes,Never,Never,Never,Sometimes,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Never,2.0,2.0,3.0,2.0,Improve,Middle,High,9.0,22.5
391,18,Spotify,5.0,Yes,No,No,K pop,Yes,Yes,124.0,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,7.0,4.0,5.0,6.0,Improve,Young,High,22.0,55.00000000000001
392,14,Spotify,2.0,Yes,Yes,No,Classical,Yes,No,181.0,Very frequently,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Rarely,7.0,5.0,3.0,2.0,Improve,Teen,Minimal,17.0,42.5
393,13,Other streaming service,4.0,Yes,Yes,Yes,Classical,Yes,No,126.0,Very frequently,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Sometimes,Sometimes,8.0,5.0,10.0,3.0,Improve,Teen,Moderate,26.0,65.0
394,19,Apple Music,8.0,Yes,No,Yes,Country,Yes,No,109.0,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,7.0,5.0,6.0,5.0,Improve,Young,High,23.0,57.49999999999999
395,14,Spotify,4.0,Yes,Yes,No,Classical,Yes,No,106.0,Very frequently,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,6.0,8.0,8.0,2.0,Improve,Teen,Moderate,24.0,60.0
397,18,Apple Music,2.0,Yes,Yes,No,Rap,Yes,Yes,170.0,Very frequently,Never,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,3.0,2.0,0.0,2.0,Improve,Young,Minimal,7.0,17.5
398,15,Spotify,5.0,Yes,No,No,Folk,Yes,Yes,87.0,Rarely,Sometimes,Never,Very frequently,Rarely,Sometimes,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Rarely,Rarely,6.0,7.0,7.0,4.0,Improve,Teen,High,24.0,60.0
399,24,YouTube Music,6.0,Yes,Yes,No,Classical,No,No,114.575,Very frequently,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Never,6.0,7.0,2.0,0.0,No effect,Young,High,15.0,37.5
400,17,Apple Music,2.0,Yes,No,No,Pop,No,Yes,117.0,Rarely,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very frequently,Very frequently,Never,Never,Sometimes,9.0,8.0,4.0,8.0,Improve,Young,Minimal,29.0,72.5
401,44,Spotify,2.0,No,No,No,Rock,Yes,No,105.0,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Never,7.0,7.0,2.0,1.0,Improve,Middle,Minimal,17.0,42.5
402,23,Spotify,1.0,No,Yes,No,Rock,Yes,No,124.05298013245033,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Never,1.0,0.0,1.0,0.0,Improve,Young,Minimal,2.0,5.0
403,21,Apple Music,1.0,No,No,No,Rap,No,No,160.0,Rarely,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,4.0,3.0,4.0,5.0,Improve,Young,Minimal,16.0,40.0
404,57,Other streaming service,2.0,No,No,No,R&B,Yes,No,117.96551724137932,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Rarely,Never,2.0,0.0,0.0,0.0,Improve,Middle,Minimal,2.0,5.0
405,23,Spotify,2.0,Yes,Yes,No,Rock,Yes,Yes,141.0,Rarely,Rarely,Never,Very frequently,Never,Rarely,Never,Never,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,Very frequently,Very frequently,0.0,5.0,7.0,0.0,No effect,Young,Minimal,12.0,30.0
406,18,Spotify,1.0,Yes,Yes,No,Pop,No,Yes,105.0,Sometimes,Rarely,Never,Never,Rarely,Never,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Never,Never,Never,Very frequently,8.0,7.0,7.0,0.0,Improve,Young,Minimal,22.0,55.00000000000001
407,26,Spotify,14.0,Yes,No,No,Hip hop,Yes,Yes,158.0,Sometimes,Sometimes,Rarely,Very frequently,Never,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,5.0,10.0,8.0,0.0,No effect,Young,Extreme,23.0,57.49999999999999
409,15,Spotify,3.0,Yes,Yes,Yes,Classical,Yes,No,118.0,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,9.0,6.0,8.0,5.0,Improve,Teen,Moderate,28.0,70.0
410,57,YouTube Music,2.0,Yes,Yes,Yes,Rock,Yes,No,125.0,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Never,2.0,2.0,7.0,0.0,No effect,Middle,Minimal,11.0,27.500000000000004
411,12,Spotify,0.5,Yes,Yes,Yes,Classical,Yes,Yes,109.0,Very frequently,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,7.0,8.0,6.0,2.0,Improve,Teen,Minimal,23.0,57.49999999999999
412,26,Spotify,6.0,Yes,No,No,EDM,No,Yes,156.0,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,10.0,10.0,8.0,2.0,No effect,Young,High,30.0,75.0
413,17,Spotify,1.0,Yes,Yes,No,Country,No,No,105.0,Never,Very frequently,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,8.0,5.0,2.0,3.0,Improve,Young,Minimal,18.0,45.0
414,17,Spotify,2.0,Yes,Yes,No,Classical,Yes,Yes,114.575,Very frequently,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Sometimes,7.0,8.0,2.0,5.0,Improve,Young,Minimal,22.0,55.00000000000001
415,69,Pandora,4.0,Yes,Yes,Yes,Classical,Yes,Yes,72.0,Very frequently,Sometimes,Never,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Very frequently,Never,1.0,1.0,2.0,0.0,Improve,Elderly,Moderate,4.0,10.0
416,17,Spotify,3.0,Yes,Yes,Yes,R&B,Yes,Yes,148.0,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Never,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Never,9.0,10.0,10.0,3.0,No effect,Young,Moderate,32.0,80.0
417,32,Spotify,12.0,Yes,Yes,Yes,Jazz,Yes,Yes,200.0,Never,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Never,9.0,4.0,4.0,4.0,Improve,Middle,Extreme,21.0,52.5
418,22,YouTube Music,3.0,No,Yes,No,Classical,Yes,No,113.0,Very frequently,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,8.0,2.0,4.0,0.0,No effect,Young,Moderate,14.0,35.0
419,38,Spotify,1.0,No,No,No,Metal,Yes,Yes,191.0,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,1.0,1.0,5.0,1.0,Improve,Middle,Minimal,8.0,20.0
420,18,YouTube Music,10.0,Yes,No,No,EDM,Yes,No,140.0,Never,Never,Very frequently,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Never,10.0,9.0,9.0,8.0,Improve,Young,Extreme,36.0,90.0
421,14,Spotify,5.0,Yes,Yes,No,Classical,Yes,Yes,40.0,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,3.0,0.0,2.0,3.0,Improve,Teen,High,8.0,20.0
422,14,Other streaming service,0.5,Yes,Yes,No,Video game music,Yes,Yes,173.0,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Never,Never,Never,Very frequently,4.0,0.0,4.0,0.0,Improve,Teen,Minimal,8.0,20.0
423,19,Spotify,5.0,Yes,Yes,Yes,Metal,Yes,Yes,180.0,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,2.0,3.0,5.0,2.0,Improve,Young,High,12.0,30.0
424,20,YouTube Music,3.0,Yes,Yes,Yes,Classical,Yes,No,100.0,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Rarely,Very frequently,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,2.0,3.0,3.0,0.0,Improve,Young,Moderate,8.0,20.0
425,18,Spotify,2.0,No,No,No,Rock,Yes,No,123.0,Never,Very frequently,Never,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Sometimes,Very frequently,Never,Sometimes,Sometimes,Sometimes,8.0,4.0,3.0,0.0,Improve,Young,Minimal,15.0,37.5
427,31,I do not use a streaming service.,4.0,Yes,Yes,No,Classical,Yes,Yes,55.0,Very frequently,Rarely,Never,Rarely,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Sometimes,8.0,8.0,9.0,3.0,Improve,Middle,Moderate,28.0,70.0
428,72,Spotify,6.0,Yes,Yes,Yes,Rock,No,No,77.0,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Rarely,Very frequently,Never,Very frequently,Never,0.0,1.0,0.0,2.0,Improve,Elderly,High,3.0,7.5
429,73,Pandora,3.0,Yes,No,No,R&B,Yes,Yes,117.96551724137932,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Never,5.0,4.0,0.0,1.0,Improve,Elderly,Moderate,10.0,25.0
430,16,Spotify,4.0,Yes,No,No,Pop,Yes,Yes,150.0,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,7.5,5.0,7.0,8.5,Improve,Teen,Moderate,28.0,70.0
431,19,YouTube Music,3.0,No,Yes,No,Rap,Yes,Yes,73.0,Rarely,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,3.0,3.0,0.0,0.0,Improve,Young,Moderate,6.0,15.0
432,16,Spotify,2.0,Yes,Yes,No,Classical,No,No,155.0,Very frequently,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Never,Never,Rarely,Rarely,7.0,5.0,3.0,1.0,Improve,Teen,Minimal,16.0,40.0
433,12,Spotify,2.0,Yes,Yes,Yes,Classical,Yes,Yes,114.575,Very frequently,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Sometimes,Never,8.0,0.0,1.0,6.0,Improve,Teen,Minimal,15.0,37.5
434,39,Spotify,1.0,Yes,No,No,Hip hop,Yes,Yes,89.0,Never,Rarely,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Never,6.0,4.0,1.0,1.0,Improve,Middle,Minimal,12.0,30.0
435,15,Spotify,6.0,Yes,Yes,No,K pop,Yes,Yes,110.0,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Never,8.0,8.0,7.0,10.0,No effect,Teen,High,33.0,82.5
436,14,Spotify,9.0,Yes,No,No,R&B,Yes,Yes,140.0,Very frequently,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Rarely,Rarely,10.0,8.0,9.0,5.0,Improve,Teen,Extreme,32.0,80.0
437,21,Spotify,1.0,No,No,No,Country,No,No,135.0,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,3.0,0.0,2.0,0.0,Improve,Young,Minimal,5.0,12.5
438,38,Apple Music,1.0,Yes,No,No,Video game music,No,No,125.0,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,5.0,5.0,7.0,1.0,Worsen,Middle,Minimal,18.0,45.0
439,23,Spotify,0.5,No,No,Yes,Hip hop,Yes,Yes,110.0,Sometimes,Sometimes,Rarely,Rarely,Rarely,Very frequently,Rarely,Very frequently,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,7.0,7.0,6.0,5.0,Improve,Young,Minimal,25.0,62.5
440,16,Other streaming service,1.0,No,No,No,EDM,Yes,No,140.0,Never,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,7.0,4.0,6.0,3.0,Improve,Teen,Minimal,20.0,50.0
442,13,Spotify,6.0,Yes,No,No,Rap,Yes,No,112.0,Never,Never,Never,Never,Never,Very frequently,Never,Rarely,Never,Rarely,Never,Rarely,Never,Very frequently,Never,Never,4.0,0.0,0.0,2.0,Worsen,Teen,High,6.0,15.0
443,16,Spotify,4.0,Yes,No,No,Rock,Yes,No,96.0,Rarely,Sometimes,Sometimes,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Never,Very frequently,Sometimes,3.0,0.0,6.0,9.0,Improve,Teen,Moderate,18.0,45.0
444,18,Spotify,6.0,Yes,No,Yes,Rock,Yes,No,124.05298013245033,Sometimes,Rarely,Rarely,Very frequently,Never,Sometimes,Never,Sometimes,Never,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,5.0,1.0,6.0,0.0,Improve,Young,High,12.0,30.0
445,21,Spotify,4.0,Yes,No,No,Metal,Yes,Yes,155.0,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Very frequently,10.0,6.0,8.0,0.0,Improve,Young,Moderate,24.0,60.0
446,17,Spotify,1.5,Yes,No,No,Classical,Yes,Yes,174.0,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Sometimes,Never,Very frequently,Rarely,Never,Never,Never,7.0,5.0,1.0,2.0,No effect,Young,Minimal,15.0,37.5
447,24,Apple Music,2.0,Yes,No,No,Rock,Yes,Yes,93.0,Rarely,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Very frequently,Never,7.0,7.0,0.0,4.0,No effect,Young,Minimal,18.0,45.0
448,14,Apple Music,2.0,Yes,No,No,Pop,Yes,No,78.0,Rarely,Never,Never,Sometimes,Never,Sometimes,Never,Rarely,Very frequently,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,6.0,0.0,0.0,0.0,Improve,Teen,Minimal,6.0,15.0
449,25,Spotify,4.0,Yes,No,No,Rock,Yes,Yes,124.05298013245033,Sometimes,Rarely,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Very frequently,6.0,2.0,3.0,2.0,Improve,Young,Moderate,13.0,32.5
450,22,Spotify,3.0,Yes,No,No,Lofi,Yes,Yes,174.0,Rarely,Very frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,7.0,6.0,7.0,9.0,Improve,Young,Moderate,29.0,72.5
451,20,I do not use a streaming service.,4.0,Yes,No,No,Rock,Yes,Yes,120.0,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Rarely,5.0,7.0,7.0,0.0,No effect,Young,Moderate,19.0,47.5
452,23,Spotify,2.0,Yes,No,No,Pop,No,No,75.0,Sometimes,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,7.0,6.0,4.0,3.0,Improve,Young,Minimal,20.0,50.0
453,61,Pandora,2.0,Yes,No,No,Rock,Yes,No,94.0,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,2.0,2.0,2.0,0.0,Improve,Elderly,Minimal,6.0,15.0
454,24,Spotify,6.0,Yes,No,No,Video game music,No,Yes,180.0,Sometimes,Never,Sometimes,Very frequently,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Very frequently,9.0,5.0,0.0,7.0,Improve,Young,High,21.0,52.5
456,49,Spotify,1.0,No,No,No,Pop,Yes,No,128.0,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,4.0,5.0,9.0,1.0,Improve,Middle,Minimal,19.0,47.5
457,33,I do not use a streaming service.,4.0,Yes,Yes,No,Rock,Yes,Yes,112.0,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Rarely,Rarely,Very frequently,Very frequently,1.0,0.0,7.0,0.0,Improve,Middle,Moderate,8.0,20.0
458,22,I do not use a streaming service.,2.0,No,Yes,Yes,Metal,No,No,140.0,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Never,Very frequently,Very frequently,3.0,2.0,0.0,2.0,No effect,Young,Minimal,7.0,17.5
459,38,Spotify,3.0,Yes,No,No,Metal,Yes,Yes,143.0,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,1.0,6.0,1.0,2.0,Improve,Middle,Moderate,10.0,25.0
460,23,YouTube Music,4.0,No,No,No,Hip hop,Yes,No,72.0,Rarely,Rarely,Never,Rarely,Never,Very frequently,Rarely,Never,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Rarely,8.0,10.0,4.0,0.0,No effect,Young,Moderate,22.0,55.00000000000001
461,34,I do not use a streaming service.,2.0,No,No,No,Video game music,No,Yes,100.0,Rarely,Rarely,Rarely,Never,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very frequently,8.0,10.0,10.0,0.0,No effect,Middle,Minimal,28.0,70.0
462,40,Other streaming service,3.0,Yes,No,No,Metal,Yes,Yes,120.0,Never,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Never,Sometimes,Never,3.0,0.0,8.0,1.0,No effect,Middle,Moderate,12.0,30.0
463,27,Spotify,1.0,No,No,No,Hip hop,Yes,No,114.87096774193549,Sometimes,Never,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Never,Never,3.0,4.0,1.0,0.0,Improve,Young,Minimal,8.0,20.0
464,54,YouTube Music,10.0,Yes,No,No,Rock,Yes,No,124.05298013245033,Sometimes,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Never,2.0,1.0,2.0,2.0,Improve,Middle,Extreme,7.0,17.5
465,16,Spotify,10.0,No,No,No,Rock,Yes,No,105.0,Rarely,Very frequently,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,0.0,0.0,0.0,0.0,No effect,Teen,Extreme,0.0,0.0
466,23,I do not use a streaming service.,10.0,Yes,No,No,Video game music,No,Yes,119.0,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Very frequently,8.0,8.0,5.0,0.0,Improve,Young,Extreme,21.0,52.5
467,35,Spotify,4.0,No,No,No,Country,Yes,No,110.19047619047619,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,1.0,1.0,1.0,0.0,No effect,Middle,Moderate,3.0,7.5
468,22,YouTube Music,4.0,Yes,No,No,Folk,Yes,Yes,137.0,Rarely,Sometimes,Very frequently,Very frequently,Never,Sometimes,Sometimes,Never,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8.0,7.0,6.0,2.0,Improve,Young,Moderate,23.0,57.49999999999999
469,41,Spotify,3.0,No,No,No,Metal,Yes,Yes,178.0,Very frequently,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,6.0,5.0,4.0,0.0,No effect,Middle,Moderate,15.0,37.5
470,63,Spotify,2.0,Yes,No,No,Rock,Yes,No,133.0,Very frequently,Sometimes,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Never,5.0,4.0,6.0,2.0,Improve,Elderly,Minimal,17.0,42.5
471,28,Spotify,1.0,No,Yes,No,Rock,Yes,No,72.0,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Sometimes,Never,3.0,1.0,0.0,2.0,No effect,Young,Minimal,6.0,15.0
472,22,Spotify,6.0,Yes,Yes,No,Country,Yes,No,110.19047619047619,Rarely,Very frequently,Sometimes,Very frequently,Rarely,Sometimes,Sometimes,Never,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,4.0,8.0,2.0,2.0,Improve,Young,High,16.0,40.0
473,58,YouTube Music,1.0,Yes,No,No,Rock,Yes,No,133.0,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Never,5.0,6.0,3.0,1.0,Improve,Middle,Minimal,15.0,37.5
474,58,YouTube Music,1.0,Yes,Yes,Yes,Classical,Yes,No,80.0,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Never,Rarely,Never,Never,Never,Never,0.0,0.0,2.0,1.0,Improve,Middle,Minimal,3.0,7.5
475,67,Other streaming service,4.0,Yes,No,No,Rock,No,No,146.0,Never,Sometimes,Never,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Never,Rarely,Never,Very frequently,Never,7.0,6.0,7.0,4.0,Improve,Elderly,Moderate,24.0,60.0
476,70,I do not use a streaming service.,2.0,Yes,No,No,Country,No,No,88.0,Sometimes,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,8.0,5.0,6.0,1.0,Improve,Elderly,Minimal,20.0,50.0
